"Address","¤u¼t¦WºÙ","¤u¼tµn°O½s¸¹","¤u¼t³]¥ß³\¥i®×¸¹","¤u¼t¦a§}","¤u¼t¥«Âí¶m§ø¨½","¤u¼t­t³d¤H©m¦W","¤½¥q.Àç§Q¨Æ·~.²Î¤@½s¸¹","¤u¼t²ÕÂ´«¬ºA","¤u¼t³]¥ß®Ö­ã¤é´Á","¤u¼tµn°O®Ö­ã¤é´Á","¤u¼tµn°Oª¬ºA","²£·~Ãþ§O","¥D­n²£«~","Response_Address","Response_X","Response_Y"
"®ç¶é¥«·¨±ö°Ï¤¤¤s¥_¸ô¤@¬q¤G¤@«Ñ¤G¤§¤G¸¹¤T¼Ó","©¯ªF¤u·~¦³­­¤½¥q","99624450",8510003300709,"®ç¶é¥«·¨±ö°Ï¤j¦P¨½¤¤¤s¥_¸ô¤@¬q¤G¤@«Ñ¤G¤§¤G¸¹¤T¼Ó","®ç¶é¥«·¨±ö°Ï¤j¦P¨½","¨ô¤ëµØ¡@¡@",84194249,"¦³­­¤½¥q",851126,851210,"¥Í²£¤¤","29¾÷±ñ³]³Æ»s³y·~","292¨ä¥L±M¥Î¾÷±ñ³]³Æ,293³q¥Î¾÷±ñ³]³Æ","®ç¶é¥«·¨±ö°Ï¤¤¤s¨½2¾F¤¤¤s¥_¸ô¤@¬q21«Ñ2¤§1¸¹","121.149872","24.906982"
"®ç¶é¥«·¨±ö°Ï¤¤¤s¥_¸ô¤@¬q¤G¤@«Ñ¤G¤§¤G¸¹¤­¼Ó","³ù¤É¦³­­¤½¥q·¨±ö¼t","99628293",NA,"®ç¶é¥«·¨±ö°Ï­ûªL¨½¤¤¤s¥_¸ô¤@¬q¤G¤@«Ñ¤G¤§¤G¸¹¤­¼Ó","®ç¶é¥«·¨±ö°Ï­ûªL¨½","¿½¤åÂ×",84480828,"¦³­­¤½¥q",NA,911209,"¥Í²£¤¤","29¾÷±ñ³]³Æ»s³y·~","293³q¥Î¾÷±ñ³]³Æ","®ç¶é¥«·¨±ö°Ï¤¤¤s¨½2¾F¤¤¤s¥_¸ô¤@¬q21«Ñ2¤§1¸¹","121.149872","24.906982"
"®ç¶é¥«·¨±ö°Ï¤¤¤s¥_¸ô¤@¬q¤G¤C¤@¸¹","ªF¨È¿³¹q¾¹¤u¼tªÑ¥÷¦³­­¤½¥q·¨±ö¼t","99628150",7310003004582,"®ç¶é¥«·¨±ö°Ï¤j¦P¨½¤¤¤s¥_¸ô¤@¬q¤G¤C¤@¸¹","®ç¶é¥«·¨±ö°Ï¤j¦P¨½","¶À¨q¬Â¡@¡@¡@",15189706,"ªÑ¥÷¦³­­¤½¥q",730124,741213,"¥Í²£¤¤","26¹q¤l¹s²Õ¥ó»s³y·~","262³Q°Ê¹q¤l¤¸¥ó","®ç¶é¥«·¨±ö°Ï¤¤¤s¨½4¾F¤¤¤s¥_¸ô¤@¬q271¸¹","121.155636","24.907814"
"®ç¶é¥«·¨±ö°Ï¤¤¤s¥_¸ô¤@¬q¤G¤E¤T«Ñ¤@¤C¸¹¤@¼Ó","³s·æ¬ì§ÞªÑ¥÷¦³­­¤½¥q","99622421",8910003326635,"®ç¶é¥«·¨±ö°Ï­ûªL¨½¤¤¤s¥_¸ô¤@¬q¤G¤E¤T«Ñ¤@¤C¸¹¤@¼Ó","®ç¶é¥«·¨±ö°Ï­ûªL¨½","§d¼y·¯",70626169,"ªÑ¥÷¦³­­¤½¥q",891103,891109,"¥Í²£¤¤","27¹q¸£¡B¹q¤l²£«~¤Î¥ú¾Ç»s«~»s³y·~","271¹q¸£¤Î¨ä¶gÃä³]³Æ","®ç¶é¥«·¨±ö°Ï¤¤¤s¨½4¾F¤¤¤s¥_¸ô¤@¬q293«Ñ17¸¹","121.157117","24.906736"
"®ç¶é¥«·¨±ö°Ï¤¤¤s¥_¸ô¤@¬q¤G¤E¤T«Ñ¤G¤K¸¹","¸Û®Ý¤ì·~¦³­­¤½¥q","99626736",7510003155484,"®ç¶é¥«·¨±ö°Ï¤j¦P¨½¤¤¤s¥_¸ô¤@¬q¤G¤E¤T«Ñ¤G¤K¸¹","®ç¶é¥«·¨±ö°Ï¤j¦P¨½","¥Û¬ü®Û¡@¡@¡@",86334673,"¦³­­¤½¥q",751209,760528,"¥Í²£¤¤","14¤ì¦Ë»s«~»s³y·~,32®a¨ã»s³y·~","140¤ì¦Ë»s«~,321«Dª÷ÄÝ®a¨ã","®ç¶é¥«·¨±ö°Ï¤¤¤s¨½4¾F¤¤¤s¥_¸ô¤@¬q293«Ñ28¸¹","121.156847","24.906289"
"®ç¶é¥«·¨±ö°Ï¤¤¤s¥_¸ô¤@¬q¤G¤»¤E¸¹¤G¡B¤T¼Ó","¤EºÖ¤u·~ªÑ¥÷¦³­­¤½¥q·¨±ö¼t","99628165",8110003104365,"®ç¶é¥«·¨±ö°Ï¤j¦P¨½¤¤¤s¥_¸ô¤@¬q¤G¤»¤E¸¹¤G¡B¤T¼Ó","®ç¶é¥«·¨±ö°Ï¤j¦P¨½","¦¶¤lºÖ¡@¡@¡@",22300327,"ªÑ¥÷¦³­­¤½¥q",810626,850201,"¥Í²£¤¤","26¹q¤l¹s²Õ¥ó»s³y·~","262³Q°Ê¹q¤l¤¸¥ó","®ç¶é¥«·¨±ö°Ï¤¤¤s¨½4¾F¤¤¤s¥_¸ô¤@¬q269¸¹","121.155525","24.907749"
"®ç¶é¥«·¨±ö°Ï¤¤¤s¥_¸ô¤@¬q¤G¥|¤­¸¹","¸Î¹F¨T¨®¤u·~ªÀ","99626904",7610003070317,"®ç¶é¥«·¨±ö°Ï­ûªL¨½¤¤¤s¥_¸ô¤@¬q¤G¥|¤­¸¹","®ç¶é¥«·¨±ö°Ï­ûªL¨½","¤ý«T°¶¡@¡@¡@",2475777,"¿W¸ê",760604,770206,"¥Í²£¤¤","28¹q¤O³]³Æ»s³y·~,30¨T¨®¤Î¨ä¹s¥ó»s³y·~","289¨ä¥L¹q¤O³]³Æ,303¨T¨®¹s¥ó","®ç¶é¥«·¨±ö°Ï¤¤¤s¨½4¾F¤¤¤s¥_¸ô¤@¬q245¸¹","121.155273","24.907956"
"®ç¶é¥«·¨±ö°Ï¤¤¤s¥_¸ô¤@¬q¤T¤E¤E¸¹","¥x¤@°ê»ÚªÑ¥÷¦³­­¤½¥q·¨±ö¼t","99627456",7710003006215,"®ç¶é¥«·¨±ö°Ï±ö·Ë¨½¤¤¤s¥_¸ô¤@¬q¤T¤E¤E¸¹","®ç¶é¥«·¨±ö°Ï±ö·Ë¨½","³\¦u«H¡@¡@¡@",34284955,"ªÑ¥÷¦³­­¤½¥q",770120,780217,"¥Í²£¤¤","18¤Æ¾Ç§÷®Æ»s³y·~,25ª÷ÄÝ»s«~»s³y·~","184¦X¦¨¾ð¯×¡B¶ì½¦¤Î¾ó½¦,259¨ä¥Lª÷ÄÝ»s«~","®ç¶é¥«·¨±ö°Ï·¨©ú¨½3¾F¤¤¤s¥_¸ô¤@¬q399¸¹","121.160028","24.908175"
"®ç¶é¥«·¨±ö°Ï¤¤¤s¥_¸ô¤G¬q¤G¤K¤G¸¹¤@¼Ó","¦ùÀs¾÷±ñ¤u·~ªÑ¥÷¦³­­¤½¥q","99628761",7910003006709,"®ç¶é¥«·¨±ö°Ï·ç¶í¨½¤¤¤s¥_¸ô¤G¬q¤G¤K¤G¸¹¤@¼Ó","®ç¶é¥«·¨±ö°Ï·ç¶í¨½","¾G­^ªQ¡@¡@¡@",23555972,"ªÑ¥÷¦³­­¤½¥q",790215,790312,"¥Í²£¤¤","29¾÷±ñ³]³Æ»s³y·~","293³q¥Î¾÷±ñ³]³Æ","®ç¶é¥«·¨±ö°Ï¥Ã¥­¨½5¾F¤¤¤s¥_¸ô¤G¬q282¸¹","121.173617","24.910967"
"®ç¶é¥«·¨±ö°Ï¤¤¤s«n¸ô¤K¡³¡³«Ñ¤»¤»¸¹","¥xÆW©ú¥§Ä¬¹FÄq·~»s³yªÑ¥÷¦³­­¤½¥q·¨±ö¼t","99686178",7710000279320,"®ç¶é¥«·¨±ö°Ï¤T´ò¨½¤¤¤s«n¸ô¤K¡³¡³«Ñ¤»¤»¸¹","®ç¶é¥«·¨±ö°Ï¤T´ò¨½","³¯»a±X",11833655,"ªÑ¥÷¦³­­¤½¥q",771205,820308,"¥Í²£¤¤","16¦L¨ê¤Î¸ê®ÆÀx¦s´CÅé½Æ»s·~,22¶ì½¦»s«~»s³y·~,25ª÷ÄÝ»s«~»s³y·~,26¹q¤l¹s²Õ¥ó»s³y·~,27¹q¸£¡B¹q¤l²£«~¤Î¥ú¾Ç»s«~»s³y·~,28¹q¤O³]³Æ»s³y·~,29¾÷±ñ³]³Æ»s³y·~,33¨ä¥L»s³y·~","161¦L¨ê¤Î¨ä»²§U,220¶ì½¦»s«~,262³Q°Ê¹q¤l¤¸¥ó,272³q°T¶Ç¼½³]³Æ,275¶q´ú¡B¾É¯è¡B±±¨î³]³Æ¤ÎÄÁ¿ö,281µo¹q¡B¿é¹q¡B°t¹q¾÷±ñ,283¹q½u¤Î°t½u¾¹§÷,289¨ä¥L¹q¤O³]³Æ,291ª÷ÄÝ¥[¤u¥Î¾÷±ñ³]³Æ,293³q¥Î¾÷±ñ³]³Æ","®ç¶é¥«·¨±ö°Ï¤j¥­¨½7¾F¤¤¤s«n¸ô300«Ñ66¸¹","121.132467","24.907076"
"®ç¶é¥«·¨±ö°Ï¤¤¤s«n¸ô¤K¢¯¢¯«Ñ¤@¢¯¢¯¸¹","¤¸Îë¬Á¼þªÑ¥÷¦³­­¤½¥q","99628510",8610003304039,"®ç¶é¥«·¨±ö°Ï¤T´ò¨½¤W´ò¨½¤¤¤s«n¸ô¤K¢¯¢¯«Ñ¤@¢¯¢¯¸¹","®ç¶é¥«·¨±ö°Ï¤T´ò¨½","Áé©Û¶¯¡@¡@¡@",43779599,"ªÑ¥÷¦³­­¤½¥q",860623,870112,"¥Í²£¤¤","23«Dª÷ÄÝÄqª«»s«~»s³y·~","231¬Á¼þ¤Î¨ä»s«~","®ç¶é¥«·¨±ö°Ï¤W´ò¨½22¾F¤¤¤s«n¸ô800«Ñ100¸¹","121.107674","24.897425"
"®ç¶é¥«·¨±ö°Ï¤­¾F°ª«C¸ô¢²¢¶¸¹","¯u»¨°ê»ÚªÑ¥÷¦³­­¤½¥q","99623939",8610000805763,"®ç¶é¥«·¨±ö°Ï°ª¤s¨½¤­¾F°ª«C¸ô¢²¢¶¸¹","®ç¶é¥«·¨±ö°Ï°ª¤s¨½","§õ«n¤s",25018739,"ªÑ¥÷¦³­­¤½¥q",871105,871110,"¥Í²£¤¤","15¯È¼ß¡B¯È¤Î¯È»s«~»s³y·~,22¶ì½¦»s«~»s³y·~,29¾÷±ñ³]³Æ»s³y·~","159¨ä¥L¯È»s«~,220¶ì½¦»s«~,291ª÷ÄÝ¥[¤u¥Î¾÷±ñ³]³Æ","®ç¶é¥«·¨±ö°Ï°ª¤W¨½8¾F°ª«C¸ô37¸¹","121.161039","24.927500"
"®ç¶é¥«·¨±ö°Ï¤­¾F°ª«C¸ô¤T¤G«Ñ¤@¤»¸¹","¥°¹©°ê»Ú¥Íª«ªÑ¥÷¦³­­¤½¥q·¨±ö¼t","99629879",8510000408579,"®ç¶é¥«·¨±ö°Ï°ª¤s¨½¤­¾F°ª«C¸ô¤T¤G«Ñ¤@¤»¸¹","®ç¶é¥«·¨±ö°Ï°ª¤s¨½","®}¤ô®x¡@¡@¡@",84661525,"ªÑ¥÷¦³­­¤½¥q",850920,860414,"¥Í²£¤¤","23«Dª÷ÄÝÄqª«»s«~»s³y·~","234¥Û§÷»s«~","®ç¶é¥«·¨±ö°Ï°ª¤W¨½4¾F°ª«C¸ô32«Ñ16¸¹","121.159577","24.930274"
"®ç¶é¥«·¨±ö°Ï¤»¾F·à¤@¸ô¤@¤C¸¹","¹Åµo¹ê·~¤u¼tªÑ¥÷¦³­­¤½¥q¥®·à¤G¼t","99623171",7710000171009,"®ç¶é¥«·¨±ö°Ï°ª¤s¨½¤»¾F·à¤@¸ô¤@¤C¸¹","®ç¶é¥«·¨±ö°Ï","¾G¶®¤¯¡@¡@¡@",4457563,"ªÑ¥÷¦³­­¤½¥q",770119,781016,"¥Í²£¤¤","24°ò¥»ª÷ÄÝ»s³y·~","241¿ûÅK","®ç¶é¥«·¨±ö°Ï«C¤s¨½2¾F·à¤@¸ô17¸¹","121.172049","24.922255"
"®ç¶é¥«·¨±ö°Ï¤Ü¤T¾F°ª«C¸ô¤G¤K«Ñ¤@¸¹","·s¿ñªFºë±KªÑ¥÷¦³­­¤½¥q","99624495",8810000811901,"®ç¶é¥«·¨±ö°Ï°ª¤s¨½¤Ü¤T¾F°ª«C¸ô¤G¤K«Ñ¤@¸¹","®ç¶é¥«·¨±ö°Ï°ª¤s¨½","·¨²ÐªF",86651683,"ªÑ¥÷¦³­­¤½¥q",881029,891212,"¥Í²£¤¤","25ª÷ÄÝ»s«~»s³y·~,29¾÷±ñ³]³Æ»s³y·~","253ª÷ÄÝ®e¾¹,254ª÷ÄÝ¥[¤u³B²z,293³q¥Î¾÷±ñ³]³Æ","®ç¶é¥«·¨±ö°Ï°ª¤W¨½4¾F°ª«C¸ô28«Ñ1¸¹","121.161432","24.928787"
"®ç¶é¥«·¨±ö°Ï¤Ü¤T¾F°ª«C¸ô¤Q«Ñ¤@¤@¸¹","²Î´­¿ûÅK¦³­­¤½¥q·¨±ö¼t","99629456",8610000802689,"®ç¶é¥«·¨±ö°Ï°ª¤s¨½¤Ü¤T¾F°ª«C¸ô¤Q«Ñ¤@¤@¸¹","®ç¶é¥«·¨±ö°Ï°ª¤s¨½","°ª¥Ã¡@¡@¡@¡@",97372907,"¦³­­¤½¥q",860331,891024,"¥Í²£¤¤","24°ò¥»ª÷ÄÝ»s³y·~","241¿ûÅK","®ç¶é¥«·¨±ö°Ï°ª¤W¨½4¾F°ª«C¸ô10«Ñ11¸¹","121.162123","24.930819"
"®ç¶é¥«·¨±ö°Ï¥|¾F¤¤¤s¥_¸ô¤@¬q¤G¤E¤T«Ñ¤@¤T¸¹¤@¼Ó","³Õ±dªÑ¥÷¦³­­¤½¥q","99624802",8910003327141,"®ç¶é¥«·¨±ö°Ï­ûªL¨½¥|¾F¤¤¤s¥_¸ô¤@¬q¤G¤E¤T«Ñ¤@¤T¸¹¤@¼Ó","®ç¶é¥«·¨±ö°Ï­ûªL¨½","³¢¥ý°ê",86651115,"ªÑ¥÷¦³­­¤½¥q",891212,900109,"¥Í²£¤¤","29¾÷±ñ³]³Æ»s³y·~","293³q¥Î¾÷±ñ³]³Æ","®ç¶é¥«·¨±ö°Ï¤¤¤s¨½4¾F¤¤¤s¥_¸ô¤@¬q293«Ñ13¸¹","121.157095","24.906887"
"®ç¶é¥«·¨±ö°Ï¥®¤@¸ô11¸¹1¡B2¡B3¡B4¼Ó","´¹¿n¬ì§ÞªÑ¥÷¦³­­¤½¥q·¨±ö¼t","99621825",8810000922702,"®ç¶é¥«·¨±ö°Ï°ª¤s¨½¥®¤@¸ô11¸¹1¡B2¡B3¡B4¼Ó","®ç¶é¥«·¨±ö°Ï°ª¤s¨½","³¯­^¶i¡@¡@¡@",16038827,"ªÑ¥÷¦³­­¤½¥q",880315,880329,"¥Í²£¤¤","26¹q¤l¹s²Õ¥ó»s³y·~","264¥ú¹q§÷®Æ¤Î¤¸¥ó","®ç¶é¥«·¨±ö°Ï°ª¤W¨½2¾F¥®¤@¸ô11¸¹","121.170147","24.927615"
"®ç¶é¥«·¨±ö°Ï¥®¤@¸ô5¸¹","¥°ÂïÅÖºû¦³­­¤½¥q","68000074",NA,"®ç¶é¥«·¨±ö°Ï«C¤s¨½¥®¤@¸ô5¸¹","®ç¶é¥«·¨±ö°Ï«C¤s¨½","³¯µú´­",24868311,"¦³­­¤½¥q",NA,1040514,"¥Í²£¤¤","25ª÷ÄÝ»s«~»s³y·~","259¨ä¥Lª÷ÄÝ»s«~","®ç¶é¥«·¨±ö°Ï°ª¤W¨½2¾F¥®¤@¸ô5¸¹","121.171516","24.928873"
"®ç¶é¥«·¨±ö°Ï¥®¤@¸ô¢·¸¹","¦a²yºî¦X¤u·~ªÑ¥÷¦³­­¤½¥q¥®·à¤G¼t","99623338",7610000118720,"®ç¶é¥«·¨±ö°Ï°ª¤s¨½¥®¤@¸ô¢·¸¹","®ç¶é¥«·¨±ö°Ï°ª¤s¨½","±i¼w·Ó",7147916,"ªÑ¥÷¦³­­¤½¥q",760327,780616,"¥Í²£¤¤","22¶ì½¦»s«~»s³y·~","220¶ì½¦»s«~","®ç¶é¥«·¨±ö°Ï°ª¤W¨½2¾F¥®¤@¸ô8¸¹","121.170673","24.928865"
"®ç¶é¥«·¨±ö°Ï¥®¤G¸ô¢°¸¹¤Î¢°¤§¢°¸¹","ÓT¦¨ºñ¯à¬ì§ÞªÑ¥÷¦³­­¤½¥q","99717813",NA,"®ç¶é¥«·¨±ö°Ï°ª¤s¨½¥®¤G¸ô¢°¸¹¤Î¢°¤§¢°¸¹","®ç¶é¥«·¨±ö°Ï°ª¤s¨½","¥j·ç¦¨",25004307,"ªÑ¥÷¦³­­¤½¥q",NA,980902,"¥Í²£¤¤","29¾÷±ñ³]³Æ»s³y·~","293³q¥Î¾÷±ñ³]³Æ","®ç¶é¥«·¨±ö°Ï°ª¤W¨½2¾F¥®¤G¸ô1¸¹","121.172949","24.927828"
"®ç¶é¥«·¨±ö°Ï¥®¤T¸ô¢°¸¹","¤»¤èºë¾÷ªÑ¥÷¦³­­¤½¥q¤@¼t","99687939",NA,"®ç¶é¥«·¨±ö°Ï°ª¤s¨½¥®¤T¸ô¢°¸¹","®ç¶é¥«·¨±ö°Ï°ª¤s¨½","ªL¥¿²±",43847013,"ªÑ¥÷¦³­­¤½¥q",NA,930922,"¥Í²£¤¤","25ª÷ÄÝ»s«~»s³y·~,29¾÷±ñ³]³Æ»s³y·~,30¨T¨®¤Î¨ä¹s¥ó»s³y·~,31¨ä¥L¹B¿é¤u¨ã¤Î¨ä¹s¥ó»s³y·~","254ª÷ÄÝ¥[¤u³B²z,293³q¥Î¾÷±ñ³]³Æ,303¨T¨®¹s¥ó,313¦Û¦æ¨®¤Î¨ä¹s¥ó","®ç¶é¥«·¨±ö°Ï°ª¤W¨½2¾F¥®¤T¸ô1¸¹","121.171970","24.928140"
"®ç¶é¥«·¨±ö°Ï¥®¤T¸ô¢´¸¹¢°¼Ó","ªFºa¬ì§ÞªÑ¥÷¦³­­¤½¥q","99722672",NA,"®ç¶é¥«·¨±ö°Ï°ª¤s¨½¥®¤T¸ô¢´¸¹¢°¼Ó","®ç¶é¥«·¨±ö°Ï°ª¤s¨½","·¨¸UÂï",11331689,"ªÑ¥÷¦³­­¤½¥q",NA,990928,"¥Í²£¤¤","28¹q¤O³]³Æ»s³y·~","283¹q½u¤Î°t½u¾¹§÷","®ç¶é¥«·¨±ö°Ï°ª¤W¨½2¾F¥®¤T¸ô5¸¹","121.171981","24.928558"
"®ç¶é¥«·¨±ö°Ï¥®¥|¸ô1¸¹","¦è¥_»O¼y¬ì§ÞªÑ¥÷¦³­­¤½¥q","99623122",8210000076434,"®ç¶é¥«·¨±ö°Ï°ª¤s¨½¥®¥|¸ô1¸¹","®ç¶é¥«·¨±ö°Ï°ª¤s¨½","ÁÂ©ú¿Î",86978512,"ªÑ¥÷¦³­­¤½¥q",820715,820802,"¥Í²£¤¤","26¹q¤l¹s²Õ¥ó»s³y·~","269¨ä¥L¹q¤l¹s²Õ¥ó","®ç¶é¥«·¨±ö°Ï°ª¤W¨½2¾F¥®¥|¸ô1¸¹","121.170957","24.927234"
"®ç¶é¥«·¨±ö°Ï¥Á¦w¸ô¤G«Ñ¤@¤T¤K¸¹","©M´²¨º¦³­­¤½¥q","99627862",NA,"®ç¶é¥«·¨±ö°Ï´I©£¨½¥Á¦w¸ô¤G«Ñ¤@¤T¤K¸¹","®ç¶é¥«·¨±ö°Ï´I©£¨½","½²ºÖ®ð",23698958,"¦³­­¤½¥q",NA,911105,"¥Í²£¤¤","29¾÷±ñ³]³Æ»s³y·~","293³q¥Î¾÷±ñ³]³Æ","®ç¶é¥«·¨±ö°Ï´IÂ×¨½1¾F¥Á¦w¸ô2«Ñ138¸¹","121.095622","24.931578"
"®ç¶é¥«·¨±ö°Ï¥Á¦w¸ô¤G«Ñ¤@¤T¤»¸¹","«n¸Û¦Ð¤ò¹ê·~ªÑ¥÷¦³­­¤½¥q·¨±ö¼t","99686506",8710003263834,"®ç¶é¥«·¨±ö°Ï´I©£¨½¥Á¦w¸ô¤G«Ñ¤@¤T¤»¸¹","®ç¶é¥«·¨±ö°Ï´I©£¨½","¬x¤¶¥Í¡@¡@¡@",15271212,"ªÑ¥÷¦³­­¤½¥q",870213,880428,"¥Í²£¤¤","11¯¼Â´·~,12¦¨¦ç¤ÎªA¹¢«~»s³y·~,33¨ä¥L»s³y·~","115¯¼Â´«~,123ªA¹¢«~,339¨ä¥L»s«~","®ç¶é¥«·¨±ö°Ï´IÂ×¨½1¾F¥Á¦w¸ô2«Ñ136¸¹","121.096123","24.931328"
"®ç¶é¥«·¨±ö°Ï¥Á¦w¸ô¤G«Ñ¤@¥|¢¯§Ë¤­¸¹","¤j¦¿¾ó·~¦³­­¤½¥q´I©£¼t","99629417",8810003329391,"®ç¶é¥«·¨±ö°Ï´I©£¨½¥Á¦w¸ô¤G«Ñ¤@¥|¢¯§Ë¤­¸¹","®ç¶é¥«·¨±ö°Ï´I©£¨½","¦¿¥¿­×",44979552,"¦³­­¤½¥q",881012,900221,"¥Í²£¤¤","21¾ó½¦»s«~»s³y·~","210¾ó½¦»s«~","®ç¶é¥«·¨±ö°Ï´IÂ×¨½1¾F¥Á¦w¸ô2«Ñ140§Ë5¸¹","121.095405","24.930711"
"®ç¶é¥«·¨±ö°Ï¥Á±Ú¸ô¤­¬q¤@¥|¤C«Ñ¤@¡³§Ë¤T¤­¸¹¤@¼Ó","¤jÂE¥ø·~ªÀ","99624276",8210003001865,"®ç¶é¥«·¨±ö°Ï°ªºa¨½¥Á±Ú¸ô¤­¬q¤@¥|¤C«Ñ¤@¡³§Ë¤T¤­¸¹¤@¼Ó","®ç¶é¥«·¨±ö°Ï°ªºa¨½","¼B¶¶­^¡@¡@¡@",2481686,"¿W¸ê",820417,820422,"¥Í²£¤¤","29¾÷±ñ³]³Æ»s³y·~","293³q¥Î¾÷±ñ³]³Æ","®ç¶é¥«·¨±ö°ÏÂùºa¨½10¾F¥Á±Ú¸ô¤­¬q147«Ñ10§Ë35¸¹","121.173057","24.956449"
"®ç¶é¥«·¨±ö°Ï¥Á±Ú¸ô¤­¬q¤@¥|¤C«Ñ¤T¤T¸¹¤@¼Ó","ª÷Às¾÷±ñ¦³­­¤½¥q","99623813",8710003297975,"®ç¶é¥«·¨±ö°Ï°ªºa¨½¥Á±Ú¸ô¤­¬q¤@¥|¤C«Ñ¤T¤T¸¹¤@¼Ó","®ç¶é¥«·¨±ö°Ï°ªºa¨½","§õ¹ç·½¡@¡@¡@",86255797,"¦³­­¤½¥q",871209,871214,"¥Í²£¤¤","25ª÷ÄÝ»s«~»s³y·~,29¾÷±ñ³]³Æ»s³y·~","259¨ä¥Lª÷ÄÝ»s«~,293³q¥Î¾÷±ñ³]³Æ","®ç¶é¥«·¨±ö°ÏÂùºa¨½13¾F¥Á±Ú¸ô¤­¬q147«Ñ33¸¹","121.173941","24.955800"
"®ç¶é¥«·¨±ö°Ï¥Á±Ú¸ô¤­¬q¤T¤T¤­¸¹","¹Å¸ÎªÑ¥÷¦³­­¤½¥q¤¤Ãc¼t","99625041",5810000006815,"®ç¶é¥«·¨±ö°Ï°ªºa¨½¥Á±Ú¸ô¤­¬q¤T¤T¤­¸¹","®ç¶é¥«·¨±ö°Ï°ªºa¨½","ÄY³Í®õ¡@¡@¡@",11825825,"ªÑ¥÷¦³­­¤½¥q",580101,591201,"¥Í²£¤¤","11¯¼Â´·~","122°wÂ´¦¨¦ç","®ç¶é¥«·¨±ö°ÏÂùºa¨½2¾F¥Á±Ú¸ô¤­¬q335¸¹","121.169400","24.957980"
"®ç¶é¥«·¨±ö°Ï¥Á´I¸ô¤G¬q161¤§1¸¹","¨È®õª÷ÄÝ¤u·~ªÑ¥÷¦³­­¤½¥q·¨±ö¼t","99627185",8210003074185,"®ç¶é¥«·¨±ö°Ï·ç­ì¨½¥Á´I¸ô¤G¬q161¤§1¸¹","®ç¶é¥«·¨±ö°Ï·ç­ì¨½","°ª¸U°]¡@",4393941,"ªÑ¥÷¦³­­¤½¥q",820424,820430,"¥Í²£¤¤","29¾÷±ñ³]³Æ»s³y·~","292¨ä¥L±M¥Î¾÷±ñ³]³Æ",NA,NA,NA
"®ç¶é¥«·¨±ö°Ï¥Á¶©¸ô¤T¸¹","¤tµÙ¾÷±ñªÑ¥÷¦³­­¤½¥q","99623796",8610000830538,"®ç¶é¥«·¨±ö°Ï·ç­ì¨½¥Á¶©¸ô¤T¸¹","®ç¶é¥«·¨±ö°Ï·ç­ì¨½","Ã¹¤åµo¡@¡@¡@",22556376,"ªÑ¥÷¦³­­¤½¥q",860314,870122,"¥Í²£¤¤","29¾÷±ñ³]³Æ»s³y·~","292¨ä¥L±M¥Î¾÷±ñ³]³Æ,293³q¥Î¾÷±ñ³]³Æ","®ç¶é¥«·¨±ö°Ï­û¥»¨½15¾F¥Á¶©¸ô3¸¹","121.101125","24.930480"
"®ç¶é¥«·¨±ö°Ï¥Ã¥­¸ô523¸¹¡]2¼Ó¡^","²vµMºë±KªÑ¥÷¦³­­¤½¥q·¨±ö¼t","68000156",NA,"®ç¶é¥«·¨±ö°Ï·ç¶í¨½¥Ã¥­¸ô523¸¹¡]2¼Ó¡^","®ç¶é¥«·¨±ö°Ï·ç¶í¨½","®}<U+5553>¶¯",12916719,"ªÑ¥÷¦³­­¤½¥q",NA,1040623,"¥Í²£¤¤","29¾÷±ñ³]³Æ»s³y·~","292¨ä¥L±M¥Î¾÷±ñ³]³Æ","®ç¶é¥«·¨±ö°Ï¥Ã¥­¨½11¾F¥Ã¥­¸ô523¸¹","121.174696","24.919064"
"®ç¶é¥«·¨±ö°Ï¥Ã¥­¸ô¢´¢³¢¸«Ñ¢±¸¹","¦ÊºÖªL¥ø·~ªÑ¥÷¦³­­¤½¥q¥Ã¥­¼t","99717842",NA,"®ç¶é¥«·¨±ö°Ï·ç¶í¨½¥Ã¥­¸ô¢´¢³¢¸«Ñ¢±¸¹","®ç¶é¥«·¨±ö°Ï·ç¶í¨½","¥Õ¶­®ú",28082586,"ªÑ¥÷¦³­­¤½¥q",NA,980924,"¥Í²£¤¤","26¹q¤l¹s²Õ¥ó»s³y·~","261¥b¾ÉÅé","®ç¶é¥«·¨±ö°Ï¥Ã¥­¨½11¾F¥Ã¥­¸ô549«Ñ2¸¹","121.173144","24.918345"
"®ç¶é¥«·¨±ö°Ï¥Ã¥­¸ô605¸¹","¥þ¤è¦ìºë±KªÑ¥÷¦³­­¤½¥q","99722348",NA,"®ç¶é¥«·¨±ö°Ï·ç¶í¨½¥Ã¥­¸ô605¸¹","®ç¶é¥«·¨±ö°Ï·ç¶í¨½","·¨ÂE·½",89666773,"ªÑ¥÷¦³­­¤½¥q",NA,990208,"¥Í²£¤¤","25ª÷ÄÝ»s«~»s³y·~","251ª÷ÄÝ¤â¤u¨ã¤Î¼Ò¨ã,259¨ä¥Lª÷ÄÝ»s«~","®ç¶é¥«·¨±ö°Ï¥Ã¥­¨½11¾F¥Ã¥­¸ô605¸¹","121.172327","24.918041"
